stat_Year,stateName,reportName,farmType,category,categoryValue,category2,category2Value,variableId,variableName,variableSequence,variableLevel,variableGroup,variableGroupId,variableUnit,variableDesc,variableIsInValid,estimate,median,statistic,rse,unreliable_Est,dec_Disp,series,serie_Dim,series2,serie2_Dim,series_Element,serie_Element_Dim,series2_Element,serie2_Element_Dim,fips_St,survey_Abb,survey_Dim,subject_Num,subject_Dim,topic_Abb,variable,topic_Dim,report_Num,report_Dim,state
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,efins,Insurance premiums,230,3,,,Dollars per farm,"Amount spent by the farm operation for Federal Crop Insurance, and the farm share of motor vehicle, liability, and blanket policies which provide more than one year's coverage.",False,31123,20000.0,MEAN,2.5,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",efins,Insurance premiums,"{'abb': 'efins', 'header': 'Insurance premiums', 'desc': ""Amount spent by the farm operation for Federal Crop Insurance, and the farm share of motor vehicle, liability, and blanket policies which provide more than one year's coverage."", 'seq': 230, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFINS Insurance premiums'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,efrent,Rent and lease payments,240,3,,,Dollars per farm,"Expenses for land rental (including Public Industrial Grazing Association land), all vehicles, tractors, farm machinery, equipment, and structures leased.",False,99326,38900.0,MEAN,6.1,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",efrent,Rent and lease payments,"{'abb': 'efrent', 'header': 'Rent and lease payments', 'desc': 'Expenses for land rental (including Public Industrial Grazing Association land), all vehicles, tractors, farm machinery, equipment, and structures leased.', 'seq': 240, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFRENT Rent and lease payments'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,efrent,Rent and lease payments,240,3,,,Dollars per farm,"Expenses for land rental (including Public Industrial Grazing Association land), all vehicles, tractors, farm machinery, equipment, and structures leased.",False,98556,42767.0,MEAN,3.1,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",efrent,Rent and lease payments,"{'abb': 'efrent', 'header': 'Rent and lease payments', 'desc': 'Expenses for land rental (including Public Industrial Grazing Association land), all vehicles, tractors, farm machinery, equipment, and structures leased.', 'seq': 240, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 3, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'EFRENT Rent and lease payments'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,377655,221607.0,MEAN,4.0,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",incfi,Net cash farm income,"{'abb': 'incfi', 'header': 'Net cash farm income', 'desc': 'This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.', 'seq': 250, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 1, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'INCFI Net cash farm income'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,incfi,Net cash farm income,250,1,,,Dollars per farm,"This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.",False,388131,225000.0,MEAN,5.2,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",incfi,Net cash farm income,"{'abb': 'incfi', 'header': 'Net cash farm income', 'desc': 'This measure indicates the amount of net cash earnings from all business sources that a farm generates during the year.  These funds can be used to repay principal on indebtedness, purchase new machinery or equipment, expand the farm business, or pay for family consumption or other obligations.', 'seq': 250, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 1, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'INCFI Net cash farm income'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,inmon,Nonmoney income,260,2,,,Dollars per farm,"An estimated value of items produced and consumed on the farm, and the imputed rental value of farm dwellings.",False,9625,7771.0,MEAN,8.5,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",inmon,Nonmoney income,"{'abb': 'inmon', 'header': 'Nonmoney income', 'desc': 'An estimated value of items produced and consumed on the farm, and the imputed rental value of farm dwellings.', 'seq': 260, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'INMON Nonmoney income'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,inmon,Nonmoney income,260,2,,,Dollars per farm,"An estimated value of items produced and consumed on the farm, and the imputed rental value of farm dwellings.",False,9397,7771.0,MEAN,2.9,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",inmon,Nonmoney income,"{'abb': 'inmon', 'header': 'Nonmoney income', 'desc': 'An estimated value of items produced and consumed on the farm, and the imputed rental value of farm dwellings.', 'seq': 260, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'INMON Nonmoney income'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,ivalinv,Value of inventory change,270,2,,,Dollars per farm,"The change in the market value of all crops, livestock, or purchased inputs from January 1 of the calendar to December 31.",False,-27438,-1000.0,MEAN,19.1,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",ivalinv,Value of inventory change,"{'abb': 'ivalinv', 'header': 'Value of inventory change', 'desc': 'The change in the market value of all crops, livestock, or purchased inputs from January 1 of the calendar to December 31.', 'seq': 270, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'IVALINV Value of inventory change'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,ivalinv,Value of inventory change,270,2,,,Dollars per farm,"The change in the market value of all crops, livestock, or purchased inputs from January 1 of the calendar to December 31.",False,-3249,0.0,MEAN,228.3,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",ivalinv,Value of inventory change,"{'abb': 'ivalinv', 'header': 'Value of inventory change', 'desc': 'The change in the market value of all crops, livestock, or purchased inputs from January 1 of the calendar to December 31.', 'seq': 270, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'IVALINV Value of inventory change'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2016,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,endepr,Depreciation,280,2,,,Dollars per farm,An allocation of the portion of the original cost of a capital asset to each of the estimated years in which the asset will be used.  The type of depreciation reported on the survey typically resembles the figure reported on tax returns.,False,80518,39000.0,MEAN,3.7,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",endepr,Depreciation,"{'abb': 'endepr', 'header': 'Depreciation', 'desc': 'An allocation of the portion of the original cost of a capital asset to each of the estimated years in which the asset will be used.  The type of depreciation reported on the survey typically resembles the figure reported on tax returns.', 'seq': 280, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'ENDEPR Depreciation'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,endepr,Depreciation,280,2,,,Dollars per farm,An allocation of the portion of the original cost of a capital asset to each of the estimated years in which the asset will be used.  The type of depreciation reported on the survey typically resembles the figure reported on tax returns.,False,88604,42300.0,MEAN,11.3,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",endepr,Depreciation,"{'abb': 'endepr', 'header': 'Depreciation', 'desc': 'An allocation of the portion of the original cost of a capital asset to each of the estimated years in which the asset will be used.  The type of depreciation reported on the survey typically resembles the figure reported on tax returns.', 'seq': 280, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'ENDEPR Depreciation'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
2015,All survey states,Farm Business Income Statement,Farm Operator Households,Collapsed Farm Typology,Commercial farms,All Farms,TOTAL,enben,"Labor, non-cash benefits",290,2,,,Dollars per farm,"Includes an estimate of the value of housing or lodging provided to workers, meals, fuel, vehicles, utilities, or payment in kind. An estimate of the value of products produced and consumed on the farm is provided by the survey respondent. The imputed rental value of farm dwellings is calculated for dwellings located on the farm and is based on rent-to-value ratios for different value ranges of the dwelling.",False,1585,0.0,MEAN,23.5,0,0,grp,"{'abb': 'grp', 'header': 'Collapsed Farm Typology', 'desc': 'Data shown are classified into one of three exclusive categories (typologies) of farms. The typology is based on the occupation of the principal operator and the gross cash farm income of the farming operation.', 'seq': 2, 'element_Dim': None, 'terms': 'GRP Collapsed Farm Typology'}",,"{'abb': 'farm', 'header': 'All Farms', 'desc': None, 'seq': 1, 'element_Dim': None, 'terms': 'FARM All Farms'}",3,"{'id': 3, 'invalid': False, 'name': 'Commercial farms', 'desc': 'Farms with $350,000 or more gross cash farm income as well as nonfamily farms', 'serie_Abb': None, 'terms': '3 Commercial farms'}",0,"{'id': 0, 'invalid': False, 'name': 'TOTAL', 'desc': None, 'serie_Abb': None, 'terms': '0 TOTAL'}",00,finance,"{'abb': 'finance', 'header': 'Farm finances'}",3,"{'num': 3, 'header': 'Farm Operator Households', 'description': 'The household associated with the primary operator of the farm business', 'invalid': False, 'survey_Abb': 'finance', 'survey_Dim': None, 'terms': '3 Farm Operator Households'}",enben,"Labor, non-cash benefits","{'abb': 'enben', 'header': 'Labor, non-cash benefits', 'desc': 'Includes an estimate of the value of housing or lodging provided to workers, meals, fuel, vehicles, utilities, or payment in kind. An estimate of the value of products produced and consumed on the farm is provided by the survey respondent. The imputed rental value of farm dwellings is calculated for dwellings located on the farm and is based on rent-to-value ratios for different value ranges of the dwelling.', 'seq': 290, 'old_Seq': None, 'invalid': False, 'group': None, 'level': 2, 'report_Num': 2, 'report_Dim': None, 'reportHeader': None, 'survey_Abb': 'finance', 'unit_Num': 88, 'unit_Dim': None, 'unit_Desc': 'Dollars per farm', 'unit': None, 'group_Id': None, 'group_Header': None, 'sub_Report_Id': None, 'sub_Report_Name': None, 'terms': 'ENBEN Labor, non-cash benefits'}",2,"{'num': 2, 'header': 'Farm Business Income Statement', 'description': 'Contains information on farm revenues, expenses and net income', 'terms': '2 Farm Business Income Statement'}","{'id': '00', 'code': 'ALL', 'name': 'All survey states', 'terms': '00 ALL All survey states'}"
